,DEPCOM,COM,SUPERFICIE,PMUN
28566,33425,SAINT-LAURENT-D'ARCE,808.0,1387.0
28567,76751,YEBLERON,1026.0,1387.0
28568,76179,CLERES,1151.0,1388.0
28569,89046,BLENEAU,3936.0,1388.0
28570,67098,DINSHEIM-SUR-BRUCHE,495.0,1388.0
28571,01130,CRAS-SUR-REYSSOUZE,1389.0,1388.0
28572,78143,CHATEAUFORT,493.0,1388.0
28573,16242,NANTEUIL-EN-VALLEE,6847.0,1389.0
28574,69280,JONS,729.0,1389.0
28575,85277,SAINT-VINCENT-SUR-GRAON,4880.0,1389.0
28576,40227,PISSOS,14137.0,1389.0
28577,11288,PEZENS,1127.0,1390.0
28578,61447,SAINT-PIERRE-DU-REGARD,943.0,1390.0
28579,38334,REVEL,2911.0,1390.0
28580,53219,SAINT-GEORGES-BUTTAVENT,3709.0,1390.0
28581,37276,VILLEDOMER,3515.0,1391.0
28582,57568,REMELFING,263.0,1391.0
28583,2A269,SARI-SOLENZARA,7481.0,1391.0
28584,74209,PEILLONNEX,639.0,1391.0
28585,42093,FARNAY,740.0,1391.0
28586,04205,SEYNE,8634.0,1392.0
28587,14120,CAHAGNES,2470.0,1392.0
28588,70433,QUINCEY,1299.0,1392.0
28589,29193,PLOUGOURVEST,1417.0,1392.0
28590,05162,LA SAULCE,747.0,1392.0
28591,52265,BAYARD-SUR-MARNE,1533.0,1393.0
28592,33142,CUBNEZAIS,1033.0,1393.0
28593,55154,DIEUE-SUR-MEUSE,1588.0,1393.0
28594,03025,BESSAY-SUR-ALLIER,3465.0,1393.0
28595,22076,HENANBIHEN,3182.0,1393.0
28596,45051,BRAY-EN-VAL,2227.0,1393.0
28597,60501,LE PLESSIS-BRION,749.0,1394.0
28598,67326,NIEDERHAUSBERGEN,306.0,1394.0
28599,33339,PRIGNAC-ET-MARCAMPS,1037.0,1394.0
28600,27398,MENNEVAL,661.0,1394.0
28601,30185,MUS,265.0,1396.0
28602,80649,QUEND,3748.0,1396.0
28603,67197,HINDISHEIM,1192.0,1396.0
28604,64415,NAVAILLES-ANGOS,1432.0,1396.0
28605,56080,GUILLIERS,3502.0,1396.0
28606,01103,CHEVRY,579.0,1396.0
28607,17346,SAINT-HIPPOLYTE,2348.0,1396.0
28608,48132,SAINT-ALBAN-SUR-LIMAGNOLE,5105.0,1396.0
28609,38051,BOUGE-CHAMBALUD,1589.0,1397.0
28610,64233,GARLIN,1822.0,1397.0
28611,02114,BRASLES,738.0,1397.0
28612,60695,VINEUIL-SAINT-FIRMIN,787.0,1397.0
28613,45062,CERCOTTES,2425.0,1397.0
28614,38395,SAINT-HILAIRE,866.0,1397.0
28615,14659,SAINT-SYLVAIN,1385.0,1397.0
28616,68139,HIRTZBACH,1381.0,1397.0
28617,38242,MONESTIER-DE-CLERMONT,533.0,1397.0
28618,85268,SAINT-REVEREND,1574.0,1398.0
28619,49120,DENEE,1600.0,1398.0
28620,21623,TART-LE-HAUT,1033.0,1398.0
28621,02037,AULNOIS-SOUS-LAON,967.0,1398.0
28622,52411,RIVES DERVOISES,1648.0,1398.0
28623,19061,CORNIL,1972.0,1399.0
28624,30051,BRANOUX-LES-TAILLADES,1499.0,1399.0
28625,69099,HAUTE-RIVOIRE,2051.0,1399.0
28626,62045,AUBIGNY-EN-ARTOIS,628.0,1399.0
28627,60350,LASSIGNY,1684.0,1399.0
28628,89003,AILLANT-SUR-THOLON,1823.0,1399.0
28629,69085,FLEURIEU-SUR-SAONE,292.0,1400.0
28630,45240,OUTARVILLE,4669.0,1400.0
28631,90069,MEZIRE,395.0,1400.0
28632,49284,SAINT-GERMAIN-DES-PRES,2001.0,1400.0
28633,72056,CHAMPFLEUR,1315.0,1400.0
28634,85106,LA GUERINIERE,790.0,1401.0
28635,35104,EPINIAC,2447.0,1401.0
28636,59419,MOUCHIN,927.0,1401.0
28637,40264,SAINT-JEAN-DE-MARSACQ,2622.0,1401.0
28638,37081,CLERE-LES-PINS,3573.0,1401.0
28639,07005,ALBA-LA-ROMAINE,3097.0,1402.0
28640,30347,VESTRIC-ET-CANDIAC,1091.0,1402.0
28641,76468,NOINTOT,602.0,1403.0
28642,27367,LIEUREY,1838.0,1403.0
28643,57499,NEUFGRANGE,727.0,1403.0
28644,67325,NIEDERHASLACH,691.0,1403.0
28645,02382,HOLNON,641.0,1404.0
28646,23076,EVAUX-LES-BAINS,4521.0,1404.0
28647,42200,SAINT-ANDRE-LE-PUY,869.0,1405.0
28648,67338,OBENHEIM,802.0,1405.0
28649,32334,PUJAUDRAN,1758.0,1405.0
28650,38044,BIOL,1576.0,1405.0
28651,06025,LE BROC,1871.0,1405.0
28652,50485,SAINT-HILAIRE-PETITVILLE,1006.0,1405.0
28653,56200,RUFFIAC,3686.0,1406.0
28654,45130,DRY,2312.0,1406.0
28655,78384,MEDAN,291.0,1406.0
28656,01339,SAINT-BERNARD,315.0,1406.0
28657,29086,IRVILLAC,2966.0,1406.0
28658,80798,VILLERS-BOCAGE,1420.0,1407.0
28659,42193,ROZIER-EN-DONZY,963.0,1407.0
28660,16295,SAINT-AMANT-DE-BOIXE,2253.0,1407.0
28661,36070,EGUZON-CHANTOME,3627.0,1407.0
28662,59605,UXEM,808.0,1407.0
28663,59218,ETROEUNGT,2530.0,1408.0
28664,07255,SAINT-JULIEN-EN-SAINT-ALBAN,1041.0,1408.0
28665,56261,LA VRAIE-CROIX,1664.0,1408.0
28666,59320,ILLIES,803.0,1409.0
28667,80062,BEAUCAMPS-LE-VIEUX,505.0,1409.0
28668,62852,VIEILLE-EGLISE,2124.0,1409.0
28669,60218,ESCHES,780.0,1409.0
28670,35181,LE MINIHIC-SUR-RANCE,387.0,1410.0
28671,14266,FEUGUEROLLES-BULLY,819.0,1410.0
28672,31507,SAINT-PAUL-SUR-SAVE,524.0,1410.0
28673,56131,MESLAN,3867.0,1410.0
28674,79326,THENEZAY,4833.0,1411.0
28675,67285,MATZENHEIM,713.0,1411.0
28676,76254,ETRETAT,431.0,1411.0
28677,18127,LIGNIERES,2199.0,1411.0
28678,17376,SAINT-OUEN-D'AUNIS,886.0,1412.0
28679,35315,SAINT-SULPICE-LA-FORET,680.0,1412.0
28680,76596,SAINT-LAURENT-DE-BREVEDENT,786.0,1412.0
28681,56079,GUILLAC,2202.0,1413.0
28682,01211,LENT,3164.0,1413.0
28683,53121,JAVRON-LES-CHAPELLES,3854.0,1413.0
28684,25453,PIERREFONTAINE-LES-VARANS,2909.0,1413.0
28685,42338,VOUGY,2105.0,1413.0
28686,54060,BELLEVILLE,1043.0,1413.0
28687,38191,HUEZ,2029.0,1413.0
28688,60562,SACY-LE-GRAND,1776.0,1414.0
28689,47057,CASTILLONNES,1941.0,1414.0
28690,67485,STUTZHEIM-OFFENHEIM,735.0,1415.0
28691,17024,AULNAY,3122.0,1415.0
28692,46311,SOUSCEYRAC-EN-QUERCY,5776.0,1415.0
28693,68022,BATTENHEIM,1694.0,1415.0
28694,49022,BEAULIEU-SUR-LAYON,1287.0,1416.0
28695,09207,MONTGAILLARD,806.0,1416.0
28696,17453,TRIZAY,1426.0,1416.0
28697,35217,LE PERTRE,4356.0,1416.0
28698,18118,JOUET-SUR-L'AUBOIS,1735.0,1416.0
28699,38393,SAINT-HILAIRE-DE-LA-COTE,1365.0,1416.0
28700,70334,MARNAY,1039.0,1416.0
28701,38540,VEUREY-VOROIZE,1246.0,1417.0
28702,70261,FROTEY-LES-VESOUL,775.0,1417.0
28703,59384,MAROILLES,2211.0,1417.0
28704,77216,GREZ-SUR-LOING,1307.0,1417.0
28705,28013,AUNAY-SOUS-AUNEAU,1962.0,1417.0
28706,12148,MONTBAZENS,1744.0,1418.0
28707,33505,LA SAUVE,1859.0,1418.0
28708,01183,GUEREINS,442.0,1418.0
28709,84055,JONQUERETTES,260.0,1418.0
28710,31269,LAMASQUERE,611.0,1418.0
28711,81115,LABASTIDE-ROUAIROUX,2382.0,1418.0
28712,34078,CLARET,2847.0,1418.0
28713,37143,MANTHELAN,3950.0,1419.0
28714,42048,CHANDON,1257.0,1419.0
28715,07265,SAINT-MARCEL-LES-ANNONAY,1700.0,1419.0
28716,18140,MASSAY,4790.0,1420.0
28717,65007,ANDREST,618.0,1420.0
28718,90089,ROUGEMONT-LE-CHATEAU,1681.0,1420.0
28719,77125,CONDE-SAINTE-LIBIAIRE,213.0,1420.0
28720,01446,VILLENEUVE,2686.0,1421.0
28721,91274,GOMETZ-LA-VILLE,968.0,1421.0
28722,56239,SAINT-VINCENT-SUR-OUST,1601.0,1421.0
28723,81170,MONESTIES,2720.0,1422.0
28724,28023,BAILLEAU-ARMENONVILLE,1784.0,1422.0
28725,58152,MAGNY-COURS,3213.0,1422.0
28726,35169,MAXENT,4016.0,1422.0
28727,79302,SAIVRES,2125.0,1423.0
28728,68072,DIETWILLER,1092.0,1423.0
28729,25196,DASLE,559.0,1423.0
28730,74239,SAINT-JEAN-DE-SIXT,1225.0,1423.0
28731,64513,SAUVETERRE-DE-BEARN,1454.0,1424.0
28732,56188,QUISTINIC,4280.0,1424.0
28733,39056,BLETTERANS,781.0,1424.0
28734,08107,CHATEAU-PORCIEN,1734.0,1425.0
28735,38043,BILIEU,756.0,1425.0
28736,02318,FOLEMBRAY,895.0,1425.0
28737,70240,FONTAINE-LES-LUXEUIL,2791.0,1425.0
28738,88361,PROVENCHERES-ET-COLROY,734.0,1425.0
28739,62524,LONGFOSSE,1026.0,1426.0
28740,30270,SAINT-JEAN-DU-PIN,1395.0,1426.0
28741,03044,BRUGHEAS,2696.0,1426.0
28742,82142,POMPIGNAN,1210.0,1426.0
28743,88426,SAINT-MAURICE-SUR-MOSELLE,3645.0,1426.0
28744,21223,DAIX,1181.0,1427.0
28745,01361,SAINT-JEAN-DE-NIOST,1403.0,1427.0
28746,76627,SAINT-NICOLAS-DE-LA-TAILLE,930.0,1427.0
28747,91630,LE VAL-SAINT-GERMAIN,1265.0,1427.0
28748,22061,GLOMEL,7918.0,1427.0
28749,79300,SAINTE-VERGE,1282.0,1427.0
28750,76541,ROUMARE,1003.0,1428.0
28751,82171,SAINT-PORQUIER,1642.0,1428.0
28752,36103,LUCAY-LE-MALE,6766.0,1428.0
28753,59089,BOLLEZEELE,1765.0,1428.0
28754,38104,CHIMILIN,974.0,1428.0
28755,05183,VILLAR-SAINT-PANCRACE,4275.0,1428.0
28756,54089,BOUXIERES-AUX-CHENES,1994.0,1429.0
28757,34246,SAINT-CHRISTOL,1130.0,1429.0
28758,62391,GUARBECQUE,546.0,1429.0
28759,42169,PERIGNEUX,3185.0,1429.0
28760,35062,LA CHAPELLE-JANSON,2704.0,1429.0
28761,34139,LIEURAN-LES-BEZIERS,860.0,1429.0
28762,72026,BEAUFAY,2404.0,1429.0
28763,59602,TRESSIN,191.0,1430.0
28764,45222,NARGIS,2224.0,1430.0
28765,03212,QUINSSAINES,2585.0,1430.0
28766,59038,AVESNES-LE-SEC,1061.0,1430.0
28767,07008,ALISSAS,1247.0,1430.0
28768,30146,LEDIGNAN,696.0,1431.0
28769,54135,COLOMBEY-LES-BELLES,1761.0,1431.0
28770,34067,CAZILHAC,1181.0,1431.0
28771,08365,RIMOGNE,382.0,1431.0
28772,51171,CORMICY,2432.0,1431.0
28773,57634,SAULNY,985.0,1432.0
28774,22349,TREDREZ-LOCQUEMEAU,1075.0,1432.0
28775,61466,LA SELLE-LA-FORGE,814.0,1432.0
28776,25285,GRAND'COMBE-CHATELEU,2155.0,1432.0
28777,76146,BUCHY,371.0,1433.0
28778,91332,LEUDEVILLE,783.0,1433.0
28779,59180,LE DOULIEU,1188.0,1433.0
28780,09268,SAINT-LIZIER,909.0,1434.0
28781,29093,KERNILIS,1015.0,1434.0
28782,14035,BALLEROY-SUR-DROME,436.0,1434.0
28783,31581,VILLAUDRIC,1212.0,1434.0
28784,40132,LABATUT,2120.0,1435.0
28785,14685,THAON,851.0,1435.0
28786,17232,MEURSAC,2643.0,1435.0
28787,28113,COULOMBS,1264.0,1436.0
28788,88136,DOGNEVILLE,1145.0,1437.0
28789,24289,MONTCARET,1771.0,1437.0
28790,62827,TOURNEHEM-SUR-LA-HEM,1839.0,1437.0
28791,76448,MONTMAIN,608.0,1437.0
28792,31037,AVIGNONET-LAURAGAIS,4059.0,1438.0
28793,30178,MONTFAUCON,408.0,1438.0
28794,30145,LEDENON,1935.0,1438.0
28795,14249,ESQUAY-NOTRE-DAME,307.0,1438.0
28796,40201,MUGRON,1650.0,1439.0
28797,25022,ARCEY,1251.0,1439.0
28798,56021,BRANDERION,601.0,1439.0
28799,39154,CLAIRVAUX-LES-LACS,1231.0,1439.0
28800,43267,VOREY,3949.0,1440.0
28801,56171,PLUHERLIN,3539.0,1440.0
28802,01069,CERTINES,1598.0,1440.0
28803,69055,LES CHERES,553.0,1440.0
28804,01105,CIVRIEUX,2020.0,1441.0
28805,56259,LA TRINITE-SURZUR,241.0,1442.0
28806,87158,SAINT-LAURENT-SUR-GORRE,3965.0,1443.0
28807,78048,BAZAINVILLE,1198.0,1443.0
28808,22228,PLOUNEVEZ-MOEDEC,4104.0,1443.0
28809,11199,LAVALETTE,677.0,1444.0
28810,29245,SAINT-DIVY,855.0,1444.0
28811,33480,SAINT-SULPICE-DE-FALEYRENS,2001.0,1444.0
28812,29119,LANRIVOARE,1548.0,1444.0
28813,69234,SAINT-ROMAIN-DE-POPEY,1709.0,1444.0
28814,47137,LAPLUME,3283.0,1446.0
28815,35029,BONNEMAIN,2405.0,1446.0
28816,59408,MONCHEAUX,495.0,1446.0
28817,89311,POURRAIN,2400.0,1446.0
28818,61061,BRETONCELLES,4047.0,1446.0
28819,60387,MARSEILLE-EN-BEAUVAISIS,817.0,1447.0
28820,15092,LANOBRE,4365.0,1447.0
28821,54575,VILLERS-LA-MONTAGNE,1819.0,1447.0
28822,37282,YZEURES-SUR-CREUSE,5541.0,1447.0
28823,80635,PONT-REMY,1008.0,1448.0
28824,68093,FLAXLANDEN,432.0,1448.0
28825,62817,TILLOY-LES-MOFFLAINES,766.0,1449.0
28826,76245,ESLETTES,508.0,1449.0
28827,77135,COURPALAY,1473.0,1449.0
28828,81104,GIROUSSENS,4216.0,1450.0
28829,80718,SAINT-SAUVEUR,914.0,1450.0
28830,11255,MONTREDON-DES-CORBIERES,1737.0,1450.0
28831,72172,LE LUART,1236.0,1450.0
28832,59313,HORDAIN,563.0,1450.0
28833,88081,BUSSANG,2766.0,1451.0
28834,67286,MEISTRATZHEIM,1295.0,1452.0
28835,63133,DALLET,671.0,1452.0
28836,59027,AUBRY-DU-HAINAUT,429.0,1452.0
28837,76014,ANGERVILLE-L'ORCHER,993.0,1452.0
28838,27593,SAINT-PIERRE-DES-FLEURS,282.0,1452.0
28839,34295,SAUSSAN,367.0,1452.0
28840,62620,NORRENT-FONTES,569.0,1452.0
28841,61243,MAGNY-LE-DESERT,3387.0,1452.0
28842,22287,SAINT-DONAN,2287.0,1453.0
28843,67087,DAUENDORF,769.0,1453.0
28844,57668,TETING-SUR-NIED,992.0,1453.0
28845,77208,GOUAIX,1412.0,1453.0
28846,34340,VILLETELLE,554.0,1453.0
28847,77318,MORTCERF,1770.0,1454.0
28848,34082,COMBAILLAUX,902.0,1455.0
28849,70561,VILLERSEXEL,1329.0,1455.0
28850,78562,SAINT-LEGER-EN-YVELINES,3505.0,1456.0
28851,78346,LONGNES,1400.0,1456.0
28852,51002,SAINT-MARTIN-D'ABLOIS,2231.0,1456.0
28853,62718,ROEUX,497.0,1456.0
28854,03165,LE MAYET-DE-MONTAGNE,2956.0,1457.0
28855,82017,BESSENS,961.0,1457.0
28856,43236,LA SEAUVE-SUR-SEMENE,812.0,1457.0
28857,47246,SAINT-HILAIRE-DE-LUSIGNAN,1698.0,1458.0
28858,72378,VION,2025.0,1458.0
28859,24376,SAINT AULAYE-PUYMANGOU,3464.0,1458.0
28860,74150,LOISIN,781.0,1458.0
28861,03197,NEUILLY-LE-REAL,4736.0,1458.0
28862,18103,GRACAY,3171.0,1459.0
28863,18133,LUNERY,3283.0,1459.0
28864,83082,MONTFERRAT,3421.0,1459.0
28865,35145,LANGON,3651.0,1459.0
28866,62408,HAMES-BOUCRES,1334.0,1460.0
28867,71204,FRAGNES-LA LOYERE,389.0,1460.0
28868,60570,SAINT-CREPIN-IBOUVILLERS,1966.0,1460.0
28869,58067,CHAULGNES,2527.0,1460.0
28870,51160,COMPERTRIX,484.0,1460.0
28871,72068,LA CHARTRE-SUR-LE-LOIR,875.0,1460.0
28872,74025,BALLAISON,1326.0,1460.0
28873,37217,SAINT-ETIENNE-DE-CHIGNY,2134.0,1461.0
28874,49339,SOULAIRE-ET-BOURG,1833.0,1461.0
28875,35082,COESMES,2375.0,1462.0
28876,16058,BOUTIERS-SAINT-TROJAN,706.0,1462.0
28877,2A114,FIGARI,10052.0,1462.0
28878,63211,MARSAC-EN-LIVRADOIS,4847.0,1462.0
28879,48039,CHANAC,7166.0,1462.0
28880,34203,PINET,900.0,1462.0
28881,77070,CHAILLY-EN-BRIE,1797.0,1462.0
28882,62390,GROFFLIERS,829.0,1463.0
28883,50197,GAVRAY,2060.0,1463.0
28884,56146,NEULLIAC,3119.0,1463.0
28885,67452,SCHNERSHEIM,1109.0,1463.0
28886,77047,BOULEURS,815.0,1463.0
28887,30171,MOLIERES-SUR-CEZE,867.0,1463.0
28888,03100,DIOU,2573.0,1464.0
28889,49155,GREZ-NEUVILLE,2767.0,1464.0
28890,10233,MERY-SUR-SEINE,1246.0,1464.0
28891,35351,LE VERGER,710.0,1464.0
28892,17483,YVES,2584.0,1464.0
28893,44095,LA MEILLERAYE-DE-BRETAGNE,2805.0,1464.0
28894,59247,FOREST-SUR-MARQUE,105.0,1465.0
28895,10352,SAINTE-MAURE,2090.0,1465.0
28896,22242,PLURIEN,2181.0,1465.0
28897,76018,VAL-DE-SAANE,1367.0,1465.0
28898,77459,SOURDUN,2342.0,1465.0
28899,76167,CAUVILLE-SUR-MER,1133.0,1465.0
28900,70455,ROYE,1045.0,1465.0
28901,60212,ERCUIS,441.0,1466.0
28902,06019,BLAUSASC,1015.0,1466.0
28903,67004,SOMMERAU,599.0,1466.0
28904,05123,LA ROCHE-DES-ARNAUDS,5285.0,1466.0
28905,14125,CAMBES-EN-PLAINE,319.0,1467.0
28906,67031,BERNARDSWILLER,554.0,1467.0
28907,17041,BENON,4742.0,1467.0
28908,71295,MERVANS,2864.0,1467.0
28909,22034,CAVAN,1680.0,1468.0
28910,59520,RUMILLY-EN-CAMBRESIS,674.0,1468.0
28911,27008,ALIZAY,871.0,1468.0
28912,42311,LA TOUR-EN-JAREZ,513.0,1469.0
28913,56148,NOSTANG,1565.0,1469.0
28914,36101,LUANT,3141.0,1469.0
28915,33289,MONSEGUR,992.0,1469.0
28916,02057,BEAUREVOIR,2186.0,1469.0
28917,69023,BLACE,1101.0,1469.0
28918,68205,MEYENHEIM,1295.0,1470.0
28919,60129,CARLEPONT,1964.0,1470.0
28920,47159,LE MAS-D'AGENAIS,2112.0,1470.0
28921,91198,D'HUISON-LONGUEVILLE,998.0,1471.0
28922,25448,PELOUSEY,621.0,1471.0
28923,90041,ETUEFFONT,1254.0,1471.0
28924,71149,COUCHES,1992.0,1471.0
28925,60042,BAILLEVAL,801.0,1471.0
28926,45200,MENESTREAU-EN-VILLETTE,5421.0,1472.0
28927,88099,CHAVELOT,620.0,1472.0
28928,29109,LANDUNVEZ,1479.0,1472.0
28929,67451,SCHLEITHAL,917.0,1473.0
28930,76385,LIMESY,1506.0,1473.0
28931,59382,MARETZ,1121.0,1473.0
28932,18058,CHATEAUNEUF-SUR-CHER,2187.0,1474.0
28933,77086,LA CHAPELLE-GAUTHIER,1720.0,1474.0
28934,33351,REIGNAC,3732.0,1474.0
28935,21555,SAINT-JULIEN,1685.0,1474.0
28936,37058,LA CHAPELLE-SUR-LOIRE,1934.0,1474.0
28937,59613,VICQ,395.0,1474.0
28938,01383,SAINT-PAUL-DE-VARAX,2586.0,1475.0
28939,69151,LE PERREON,1445.0,1475.0
28940,60587,SAINT-MARTIN-LONGUEAU,362.0,1475.0
28941,67526,WESTHOUSE,1199.0,1475.0
28942,38118,COLOMBE,1333.0,1476.0
28943,55288,LEROUVILLE,1433.0,1476.0
28944,27322,LA HAYE-MALHERBE,999.0,1476.0
28945,38067,CHAMAGNIEU,1377.0,1476.0
28946,49277,SAINTE-GEMMES-D'ANDIGNE,2510.0,1476.0
28947,37242,SAVIGNY-EN-VERON,2126.0,1476.0
28948,38466,SAINT-VINCENT-DE-MERCUZE,779.0,1476.0
28949,12131,LA LOUBIERE,2871.0,1476.0
28950,27067,BEZU-SAINT-ELOI,1148.0,1477.0
28951,54563,VEZELISE,536.0,1477.0
28952,65375,RABASTENS-DE-BIGORRE,930.0,1478.0
28953,02502,MONTCORNET,581.0,1478.0
28954,42284,SAINT-ROMAIN-LA-MOTTE,2795.0,1478.0
28955,34258,SAINT-GENIES-DE-FONTEDIT,937.0,1479.0
28956,27218,EPAIGNES,2633.0,1479.0
28957,59203,ERRE,586.0,1479.0
28958,69200,SAINT-FORGEUX,2222.0,1479.0
28959,59228,FERIN,555.0,1479.0
28960,82094,LAUZERTE,4463.0,1479.0
28961,11009,ALZONNE,2229.0,1479.0
28962,38054,BOUVESSE-QUIRIEU,1770.0,1480.0
28963,76614,SAINT-MARTIN-DE-BOSCHERVILLE,1255.0,1480.0
28964,84135,UCHAUX,1874.0,1480.0
28965,18023,BAUGY,2299.0,1481.0
28966,57043,AY-SUR-MOSELLE,472.0,1481.0
28967,02298,ETREUX,1036.0,1481.0
28968,01165,FRANCHELEINS,1362.0,1482.0
28969,88132,DEYVILLERS,867.0,1482.0
28970,72169,LOUPLANDE,1845.0,1482.0
28971,38304,PIERRE-CHATEL,1237.0,1482.0
28972,33159,ETAULIERS,1306.0,1482.0
28973,57208,FARSCHVILLER,1132.0,1483.0
28974,57390,LEMBERG,1092.0,1483.0
28975,60643,TRICOT,1201.0,1483.0
28976,17236,MIRAMBEAU,2673.0,1483.0
28977,67105,DRULINGEN,454.0,1483.0
28978,59614,VIESLY,1068.0,1483.0
28979,42318,USSON-EN-FOREZ,4713.0,1484.0
28980,25395,MONTFAUCON,724.0,1484.0
28981,77277,MARLES-EN-BRIE,1278.0,1484.0
28982,49374,VILLEBERNIER,1010.0,1485.0
28983,50041,BEAUMONT-HAGUE,793.0,1485.0
28984,02237,CRECY-SUR-SERRE,1825.0,1485.0
28985,27500,ROUTOT,662.0,1485.0
28986,51291,HERMONVILLE,1331.0,1486.0
28987,45025,BAZOCHES-LES-GALLERANDES,3701.0,1486.0
28988,56135,MOLAC,2850.0,1486.0
28989,53123,JUVIGNE,6257.0,1486.0
28990,10067,BUCHERES,721.0,1487.0
28991,21461,NOLAY,1444.0,1487.0
28992,24182,LE FLEIX,1799.0,1487.0
28993,40118,HABAS,1891.0,1487.0
28994,67500,URMATT,1363.0,1487.0
28995,38149,DOMARIN,300.0,1488.0
28996,81315,VIELMUR-SUR-AGOUT,1173.0,1488.0
28997,38019,AUBERIVES-SUR-VAREZE,707.0,1488.0
28998,35067,CHASNE-SUR-ILLET,966.0,1489.0
28999,61342,RAI,1612.0,1489.0
29000,17079,CHAILLEVETTE,954.0,1490.0
29001,21412,MEURSAULT,1612.0,1490.0
29002,59226,FELLERIES,1954.0,1490.0
29003,44091,MARSAC-SUR-DON,2780.0,1490.0
29004,33378,SAINT-AVIT-SAINT-NAZAIRE,1873.0,1490.0
29005,04145,PEIPIN,1347.0,1490.0
29006,22059,LE FOEIL,2182.0,1491.0
29007,59293,HAVERSKERQUE,929.0,1491.0
29008,35310,SAINT-SAUVEUR-DES-LANDES,1887.0,1491.0
29009,24035,PAYS DE BELVES,2440.0,1491.0
29010,88079,BULGNEVILLE,1336.0,1492.0
29011,01272,NEUVILLE-LES-DAMES,2619.0,1492.0
29012,18241,SANCERRE,1630.0,1492.0
29013,06092,PEILLON,869.0,1492.0
29014,44106,LES MOUTIERS-EN-RETZ,977.0,1493.0
29015,24010,ANNESSE-ET-BEAULIEU,1293.0,1493.0
29016,51204,DAMERY,1544.0,1494.0
29017,51058,BEZANNES,806.0,1494.0
29018,14119,CAGNY,859.0,1495.0
29019,42081,CUZIEU,1163.0,1495.0
29020,61163,LA FERRIERE-AUX-ETANGS,1115.0,1495.0
29021,80256,DREUIL-LES-AMIENS,325.0,1495.0
29022,45134,EPIEDS-EN-BEAUCE,4027.0,1495.0
29023,07188,QUINTENAS,1421.0,1495.0
29024,33073,BRAUD-ET-SAINT-LOUIS,6680.0,1496.0
29025,67182,HANGENBIETEN,420.0,1496.0
29026,22281,SAINT-CARREUC,1316.0,1496.0
29027,34014,ASSAS,1927.0,1496.0
29028,30174,MONTAREN-ET-SAINT-MEDIERS,1932.0,1496.0
29029,49363,VAUCHRETIEN,2011.0,1497.0
29030,13017,BOULBON,1930.0,1497.0
29031,23001,AHUN,3395.0,1497.0
29032,81046,CADALEN,4061.0,1497.0
29033,74312,VOUGY,406.0,1497.0
29034,80222,CRECY-EN-PONTHIEU,5743.0,1497.0
29035,63038,BESSE-ET-SAINT-ANASTAISE,7269.0,1497.0
29036,82062,FINHAN,1197.0,1498.0
29037,40228,POMAREZ,3082.0,1498.0
29038,76125,BOSC-LE-HARD,1063.0,1498.0
29039,32319,PLAISANCE,1380.0,1499.0
29040,71371,LA ROCHE-VINEUSE,1202.0,1499.0
29041,02383,HOMBLIERES,1468.0,1499.0
29042,41296,VOUZON,7805.0,1500.0
29043,45103,CORBEILLES,3269.0,1500.0
29044,25287,GRANDFONTAINE,571.0,1500.0
29045,41143,MONDOUBLEAU,489.0,1500.0
29046,41157,MUR-DE-SOLOGNE,5313.0,1501.0
29047,76610,SAINTE-MARIE-DES-CHAMPS,407.0,1501.0
29048,72118,DOLLON,2542.0,1501.0
29049,34119,HEREPIAN,887.0,1501.0
29050,01351,SAINT-ETIENNE-SUR-CHALARONNE,2105.0,1501.0
29051,03186,MONTMARAULT,909.0,1501.0
29052,25147,CHEMAUDIN,737.0,1501.0
29053,82038,CAYLUS,9770.0,1502.0
29054,56128,MELRAND,4076.0,1502.0
29055,41229,SAINT-ROMAIN-SUR-CHER,3139.0,1503.0
29056,2A139,LECCI,2735.0,1503.0
29057,59555,SARS-POTERIES,782.0,1503.0
29058,67340,OBERBRONN,2116.0,1503.0
29059,28021,BAILLEAU-LE-PIN,1672.0,1504.0
29060,85111,L'ILE-D'ELLE,1920.0,1504.0
29061,35149,LASSY,987.0,1504.0
29062,85266,SAINT-PROUANT,1295.0,1504.0
29063,59502,RIEUX-EN-CAMBRESIS,766.0,1504.0
29064,38084,CHARNECLES,511.0,1504.0
29065,36001,AIGURANDE,2795.0,1504.0
29066,57535,PETIT-REDERCHING,1084.0,1505.0
29067,57746,WILLERWALD,637.0,1505.0
29068,63273,PERIGNAT-SUR-ALLIER,485.0,1505.0
29069,62609,NEUVILLE-SAINT-VAAST,1272.0,1505.0
29070,07089,FELINES,1421.0,1505.0
29071,58193,NEUVY-SUR-LOIRE,2078.0,1505.0
29072,17241,MONTGUYON,1829.0,1506.0
29073,70428,PUSEY,819.0,1506.0
29074,85220,SAINT-GERMAIN-DE-PRINCAY,2476.0,1507.0
29075,54332,MAIDIERES,180.0,1507.0
29076,27385,MANNEVILLE-SUR-RISLE,936.0,1507.0
29077,44221,LA CHEVALLERAIS,1072.0,1508.0
29078,35216,PARTHENAY-DE-BRETAGNE,488.0,1508.0
29079,76700,TOTES,754.0,1508.0
29080,47021,BARBASTE,3890.0,1509.0
29081,21023,ARNAY-LE-DUC,1205.0,1509.0
29082,25601,VERCEL-VILLEDIEU-LE-CAMP,3032.0,1509.0
29083,60135,CAUVIGNY,1737.0,1509.0
